graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_14,median_beta_15,median_beta_16,median_beta_17,median_beta_18,median_beta_19,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_14,median_gamma_15,median_gamma_16,median_gamma_17,median_gamma_18,median_gamma_19,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
Nearly Complete BiPartite,uniform_plus,20,1.1211792232734723,-0.3922734721884962,-1.70996680819562,-0.583684460208942,-0.13427404664862352,0.03681894518635351,0.15300744721479306,0.03933376874291189,0.09568629167294862,-0.08551833108461394,-1.4828531213658689,-0.06235174619156765,-0.45533193236919556,-0.5260423879520024,0.5484645752964863,-1.0624360934151922,0.8734799120047069,0.23294557880824107,1.21069129209597,-0.1085971034647369,0.38306024705586533,0.6895169699487117,-0.05809951611642338,0.9067867438379864,0.4203910786756108,-0.38838657918799147,0.32724516663367365,0.34369283749665314,-0.5988637567641703,0.04760216577001591,0.00912226529153613,1.8697242667469018,0.9631107185848496,0.5037729869607261,-0.6281871669149041,-1.9332756656960774,0.6372684897296299,0.18320015388531957,-1.4918608262387378,-0.11576444386432205
Power Law Tree,cauchy,20,0.3516567779628036,0.6749483290264158,-0.3942911435528917,-0.3811132426967905,-0.14157371300332686,-0.19230815397740977,-0.027218858553503998,-0.05534461350675381,-0.1454054224810661,0.09248143728030207,0.669462939916803,0.09113437875247504,0.8488396703385158,-0.4197537957647004,-0.5239053956886883,0.09786833927390319,-1.7686579007397978,-0.1521439554927833,0.2452641434816719,-0.13721838011479656,-1.29445413467261,1.2581858806976927,-1.2668542762675232,-0.542056823849814,-2.744840018953203,-0.2969189192168592,-0.1808214840964941,1.004267857074922,1.7185283770029507,2.389714664837223,3.390009868127928,1.9671342117133006,-0.550940334340081,-2.9387736894891665,-2.473554558879167,0.31698689568534055,-3.457572303566141,-1.5320391719026936,1.2791858659341377,-0.7564201944673172
Power Law Tree,exponential,20,0.5693473040875959,-0.4638440735024584,0.8486914675906293,0.7985534048863938,-0.08389221065889799,-0.4684225254989337,1.5086342909533215,-0.02855396782346714,0.7623280031940033,0.009687547085120797,-1.4663952044519095,0.2546341040281031,0.27693596910469465,0.37981216715558264,0.42433130073512065,0.40171090104127516,0.2526478228745693,0.7420419306500576,-0.3732363232396366,-0.48977273709024893,1.72523541734433,0.033076939250889795,1.3094865465689152,-2.0537629638077717,-0.9004440713890305,-0.18218527584285923,0.10377476601114019,-1.594827470750935,-1.6466971610117818,0.49467167998991507,-2.2173203846248093,-0.9136321769656546,1.7687697856948237,-0.5207987444165524,2.572894341185721,1.6402695108518677,1.422892708775829,1.1072639273414784,0.743297726886667,-0.8469856462864419
Power Law Tree,log-normal,20,1.1896021922789566,-0.10662698357057705,-0.7183485147918504,-1.3460489257348625,-1.1453315861018514,-0.11023616551281876,1.9185271913766444,-0.2413675830465213,-0.9301323356110898,0.36580801520447814,-0.4983427213526061,1.136644887102503,1.70424087617565,0.03675148013077782,0.5185802216587089,0.21754060415942547,0.08981714048312282,0.16832222024441024,2.4056898555300417,-0.0542300648213805,-0.4491337664874448,0.33667731791847105,-3.1081178792644426,-2.638235299969794,-0.7320708977147539,-1.8337704503623635,1.4410866266061366,-3.2658594350504235,1.8234850098162088,-2.50085150956494,-0.7428065602854521,0.7066381227624252,-0.7935629457888014,-2.545793932590935,-3.5301243039206938,2.3093160364083256,-2.3132605494914626,2.000129579337713,-1.9118377971803215,-2.965504379869814
Power Law Tree,normal,20,0.6089161908045123,0.025470645533607023,-0.16472537216324667,0.7404990984455514,0.6904198670609802,-0.08847107574915601,-0.27045861170128577,1.1077644949111585,-0.5142332609538539,0.14776845693252422,0.3563421307887245,0.10753485248997993,-0.39932421958147374,0.8917094256911271,-0.05565398426055826,-1.896536842330552,0.9486156866381482,-0.8107748650398277,0.4930481011581958,0.19532632943113076,-1.6939781526396884,0.6483199011064285,1.0206207579609026,0.419793871419947,2.1083691311075885,-2.286235378563029,-2.8541813316059805,-1.6662681111159847,0.6713455066518361,1.1721500707597512,2.4293180687179343,0.2664083498248681,0.7803868286443651,-1.4590234294553313,-0.2930542742922049,0.87735704439966,-1.6159137652182831,1.0704971874580718,1.341797409334921,3.231801611628267
Power Law Tree,uniform,20,1.1815524641130863,0.4293348966496705,-0.5537297683479172,0.7297779310030437,-0.4273259034962801,0.29030809245019185,-0.449687171646303,-0.5424878392098937,0.706885822589344,-0.4880688989385277,-0.33466395643577757,-0.22202681212034492,0.4079077311913245,0.9453188167795692,0.23343795333080536,-0.7715719251391968,0.4167024396088448,0.09871812321956938,1.1054536759634441,-1.7276887024225749,1.4767522940837479,-3.2094755392712413,-2.5797849443222614,-0.18323039861404894,-1.5185298072510023,0.6410890381003497,0.3414474284274056,1.3894170726323374,-0.03232333252825299,0.4557839179289949,-0.7526322595793342,-0.6424621895932031,-2.416223048589102,-2.198966307794153,0.01329804000558621,-0.1425867112890988,0.5885131630021385,1.5527190378110516,-1.0989203873067872,-1.1168825227006833
Power Law Tree,uniform_plus,20,0.7590434274356926,-0.354878102119326,0.4636929227237073,-0.2620023995815155,0.22395856831884747,-0.22331854644469062,-1.6655034553928454,0.9349211811647398,-0.24923193779372455,-0.11902349673169084,-0.11459512439303887,0.16976908241107966,-0.2584646060054251,-0.38859327416530076,-0.21040757392765294,-0.15506287897279708,0.006978593869984326,-0.008181189106362188,-0.6022383083025031,1.0328050467982015,0.04151653373561781,0.029337837236911635,-0.16046979536402148,0.1561503580471609,-2.746788488414671,-2.7668114054285873,0.6609784136878911,1.2669345507642802,-1.3014841862772655,0.10445005200130797,-0.23682603667802682,-2.0601059145293155,-1.5367877959669656,-0.521110163024725,-0.48841378719704165,-1.7920897571108947,-0.8307902563363795,-0.06572526826829428,-1.4814478095926897,-2.1588587260145857
Uniform Random,cauchy,20,0.5664952023733405,-0.14709888830410903,-0.10296251711798228,0.09984521781510311,1.0837958066079059,-0.1688819653151459,0.9751923277393592,-1.2902529852345068,0.1018867807767728,0.15547028399913213,-0.061733289884305056,-0.1482261803516037,-0.38390107222914577,0.24627649662684026,0.3848105566860062,-0.8328070515469441,1.5075439014025653,-0.07012320891442213,0.9373260325403061,0.35483582327402535,1.274472383941512,0.00034354266739556087,1.3757824223869959,-0.06054667346208241,-0.3220530706631952,-2.576684639398898,0.24930179963994842,-2.9612468268179595,1.624920197163392,0.5594639201120646,-1.635854503756363,-0.011654435107561348,0.08379063334245998,0.32772268094792656,1.883374982156925,-0.4276920674713663,0.13028746522924692,0.29759326975739947,-1.4916603238073174,-1.3111109579612141
Uniform Random,exponential,20,-1.2873720442351593,-1.093697651516671,0.6715508134956216,0.7097640325379829,-0.4621305464973402,1.4527141634656104,-0.3319177268738364,0.17668891263985434,0.2613168708129031,0.06817801027336438,0.08102527488281706,0.11137410803723102,-1.2596676422335666,0.4146608333285693,0.12834386492476144,-0.4708347695483195,0.5420375673527286,-0.4270794778354995,-0.002475003077480914,-0.6391726587711701,-0.16985337286493057,-1.1554286804982832,-1.9719569996256068,-0.7514385970403727,-2.303168027346682,-3.0140563901607007,-2.402737269243153,0.35233128801163177,2.124286880061198,1.451522162871174,2.912054686001647,-0.39452304777638264,-0.4248533741584035,0.7592624226797646,-2.8399874115186883,-0.9883000431544477,1.1292780716429036,-2.110014854783896,1.0733754683443018,-1.408084518125626
Uniform Random,log-normal,20,-0.6351048304771563,-1.0047327571935438,0.8744407109123653,0.30325958349126153,-1.4048965030144396,0.022378455648492064,-1.1507068016355226,-0.5952335294373868,0.123199020163444,-1.0138353460228922,-1.4107845116432454,-0.2953148392615224,-0.4160903347781596,-0.24646554554224334,0.3101423026496985,0.1804354140170986,-0.008129612426012315,-0.6060728339516289,0.7866520725526179,1.5158274836685566,-1.0037336137218793,1.127613581299451,2.9394336944364032,-0.694031321726048,-0.766284534546964,-2.3608516339545624,-1.0955606387526644,0.30925175551343276,-0.49327600520376014,0.10667785616335343,-0.7280375476368763,-0.2276125516801606,-1.2542022103041597,0.055673262546442906,-1.3585272497845262,-0.002114342246051744,2.331599984628651,1.1871360135039164,0.3160056209979253,1.7224064539861297
