method,num_evals,function_value,variables,approximation_ratio,new_method
L-BFGS-B,46,-10.230619921745479,"[ 1.29341349  1.89196839 -1.13697827  0.4726621   2.2247518   1.41275279
  2.02656593  2.22874001  3.10030093  2.48372965  2.38732259  2.20656577
  3.29598958  4.24200359  4.39070063 -0.83127735  5.06313352  3.8537196
 -2.8988758   1.90885074 -1.30759663  0.97264884 -0.36655816  0.05536687
 -0.75220659  2.81004553 -1.40015752 -1.42972611 -2.16844157  0.88192759]",0.7869707632111906,L-BFGS-B
L-BFGS-B,47,-10.237610509834148,"[ 1.27964133  1.8981646  -1.12168591  0.48347707  2.22415709  1.40855189
  2.02154627  2.22164155  3.09841919  2.48438263  2.38433121  2.18859759
  3.2994256   4.24785005  4.41365061 -0.83250489  5.05648113  3.85797352
 -2.90403307  1.91765965 -1.3059447   0.97205611 -0.36917241  0.05561361
 -0.75110999  2.81087638 -1.39979558 -1.42569537 -2.16934361  0.88287465]",0.7875085007564729,L-BFGS-B
L-BFGS-B,48,-10.243035734441234,"[ 1.26297841  1.90894714 -1.10462464  0.49172208  2.22251732  1.41017359
  2.01968952  2.21697878  3.09949577  2.4872314   2.38414055  2.17689522
  3.30469669  4.25177532  4.43057346 -0.83257118  5.04856608  3.86090247
 -2.90796295  1.9260204  -1.30110111  0.97638368 -0.37157832  0.05624747
 -0.74735059  2.80826696 -1.40050222 -1.4181929  -2.17356142  0.88266987]",0.7879258257262488,L-BFGS-B
L-BFGS-B,49,-10.246033381201292,"[ 1.24753892  1.92344256 -1.09925852  0.49984715  2.21838842  1.42306044
  2.01424862  2.21381095  3.09760855  2.49099189  2.3951518   2.16808029
  3.30878416  4.24923296  4.43941227 -0.82645025  5.03882157  3.86258155
 -2.90964615  1.93437267 -1.29877301  0.97690954 -0.37594381  0.05540172
 -0.74192062  2.80666853 -1.3984127  -1.41024154 -2.17579259  0.8869772 ]",0.7881564139385608,L-BFGS-B
L-BFGS-B,50,-10.249261449402976,"[ 1.24352398  1.92941234 -1.0966693   0.50604085  2.21256381  1.4323032
  2.010457    2.21667595  3.09565332  2.49551142  2.40351182  2.15965491
  3.31223083  4.2532356   4.43851628 -0.82533927  5.03592446  3.86241709
 -2.91013042  1.93812263 -1.29569787  0.97811626 -0.37376126  0.05414217
 -0.74364451  2.80531724 -1.3995837  -1.40632966 -2.1776135   0.88827038]",0.788404726877152,L-BFGS-B
L-BFGS-B,51,-10.253877609874879,"[ 1.24280369  1.93631936 -1.0965772   0.51735992  2.19916097  1.45247416
  2.00285228  2.2255878   3.09020094  2.50488171  2.41989677  2.14269885
  3.31843952  4.26358307  4.42914846 -0.82154301  5.0325831   3.86151442
 -2.90934801  1.94276568 -1.29147175  0.97641164 -0.36984509  0.05246574
 -0.74693877  2.80367427 -1.39961035 -1.40362007 -2.1766916   0.89112688]",0.7887598161442214,L-BFGS-B
L-BFGS-B,52,-10.260423492698934,"[ 1.24163703  1.94648306 -1.09730676  0.54055146  2.17510292  1.48670097
  1.98851102  2.23961254  3.07931827  2.52193027  2.44522173  2.10812661
  3.33078963  4.28593892  4.414277   -0.81400855  5.02843663  3.86070526
 -2.90944998  1.94981355 -1.28355217  0.96941129 -0.36347152  0.05301178
 -0.7493      2.80074816 -1.39729323 -1.40317418 -2.17190721  0.89336266]",0.7892633455922257,L-BFGS-B
L-BFGS-B,53,-10.263609693885872,"[ 1.23655008  1.96546568 -1.09953849  0.5770144   2.13480101  1.53285617
  1.96457594  2.25085455  3.06134312  2.54797426  2.47239097  2.05246233
  3.35249062  4.32488717  4.39660767 -0.7969823   5.02106382  3.85339709
 -2.91639146  1.95050573 -1.27437906  0.95940461 -0.35409788  0.05962991
 -0.74567869  2.79899617 -1.39481998 -1.40671158 -2.16548718  0.88920192]",0.789508437991221,L-BFGS-B
L-BFGS-B,54,-10.270261364978381,"[ 1.23873511  1.96443343 -1.10679341  0.58438834  2.12933582  1.54347451
  1.96357546  2.25256965  3.05788662  2.5532448   2.47543987  2.04439712
  3.35639364  4.33280588  4.38840895 -0.7998467   5.02424984  3.85617592
 -2.91554644  1.94896006 -1.27075589  0.95332335 -0.35226107  0.06172916
 -0.74240028  2.79827679 -1.38934806 -1.41006479 -2.16285236  0.88820329]",0.7900201049983371,L-BFGS-B
L-BFGS-B,55,-10.271862214141512,"[ 1.23362855  1.96517733 -1.10425414  0.58233568  2.13425801  1.53354089
  1.96555936  2.2434787   3.05954182  2.54968481  2.46708042  2.04712633
  3.35498001  4.32915345  4.40060026 -0.80149501  5.02425318  3.85835943
 -2.91762515  1.9498542  -1.27250213  0.95490668 -0.355632    0.06260762
 -0.73868803  2.79836522 -1.38966958 -1.40898305 -2.16472805  0.88754501]",0.7901432472416547,L-BFGS-B
L-BFGS-B,56,-10.273430608576625,"[ 1.23449426  1.96927504 -1.109949    0.58395494  2.12653927  1.5396764
  1.9650799   2.23922715  3.05719628  2.55392128  2.46622277  2.04405786
  3.35769145  4.33337166  4.39690049 -0.8004434   5.02263297  3.85819533
 -2.91626014  1.94879139 -1.27224324  0.95606802 -0.35461877  0.06556794
 -0.73549238  2.79838276 -1.38770326 -1.40917099 -2.16399655  0.88524996]",0.7902638929674327,L-BFGS-B
L-BFGS-B,57,-10.275505350673894,"[ 1.23714455  1.97758224 -1.11867255  0.58949248  2.11098963  1.55179108
  1.96344293  2.23199596  3.05175766  2.56314787  2.46637651  2.03421206
  3.36340656  4.34385727  4.39078758 -0.79914492  5.02254942  3.85726575
 -2.9172297   1.94903822 -1.26962045  0.95618589 -0.35348746  0.06825664
 -0.73244806  2.79863176 -1.38538716 -1.40873444 -2.16274854  0.88337677]",0.7904234885133765,L-BFGS-B
L-BFGS-B,58,-10.278565764575003,"[ 1.2424598   1.99590555 -1.13227071  0.59862876  2.08728714  1.56820213
  1.96476775  2.21104314  3.04327659  2.57956547  2.46213423  2.02070237
  3.37134584  4.3587239   4.38793168 -0.79726197  5.0183944   3.86002979
 -2.91834708  1.94835813 -1.26406434  0.95755937 -0.35143095  0.07096952
 -0.72915886  2.79600491 -1.38491923 -1.40665363 -2.16280718  0.88407777]",0.790658904967308,L-BFGS-B
L-BFGS-B,59,-10.282533424199219,"[ 1.24892768  2.01822174 -1.14661231  0.60837227  2.06251796  1.58463403
  1.96837218  2.18439974  3.03450139  2.59955569  2.45678003  2.00673273
  3.37775203  4.37201922  4.38889219 -0.79778458  5.01128919  3.86361566
 -2.92492545  1.9539683  -1.25897081  0.9577306  -0.34566452  0.07319192
 -0.72767569  2.79603816 -1.3833125  -1.40182996 -2.16279895  0.88941324]",0.790964109553786,L-BFGS-B
L-BFGS-B,60,-10.28690852866422,"[ 1.25506987  2.04077884 -1.15558205  0.62116895  2.04470449  1.59860231
  1.97286682  2.15998818  3.02726363  2.62011029  2.45305903  1.99164387
  3.38139747  4.38159798  4.39446857 -0.79377419  5.00469283  3.87049584
 -2.93467174  1.95997164 -1.25229254  0.95509521 -0.34027746  0.07502128
 -0.72851475  2.7941658  -1.38572967 -1.39661136 -2.16237396  0.89565357]",0.7913006560510939,L-BFGS-B
L-BFGS-B,61,-10.292392308891532,"[ 1.26652947  2.07248229 -1.16988021  0.63467914  2.02834485  1.61047723
  1.98415313  2.12204566  3.02055716  2.64939549  2.44210082  1.98020151
  3.37935424  4.3842421   4.40449982 -0.78863447  4.99086625  3.88254652
 -2.9501969   1.96693337 -1.2445391   0.94981682 -0.33474594  0.07739677
 -0.73352198  2.79501371 -1.38828747 -1.38996518 -2.16036733  0.90162876]",0.7917224852993486,L-BFGS-B
L-BFGS-B,62,-10.294841241292787,"[ 1.28687535  2.12591697 -1.19535254  0.66339841  1.99255711  1.64550651
  1.99150486  2.083906    3.00615885  2.70500741  2.44169077  1.94993374
  3.37831372  4.39523537  4.39851802 -0.77276458  4.9728083   3.89832689
 -2.96956104  1.98310793 -1.23047187  0.94013662 -0.32541351  0.08404275
 -0.73326862  2.79535175 -1.38765799 -1.38088091 -2.1541283   0.90260731]",0.7919108647148297,L-BFGS-B
L-BFGS-B,63,-10.299912072256227,"[ 1.2899178   2.11968641 -1.19579071  0.64532684  2.02000052  1.61639295
  1.99982162  2.0840722   3.01566565  2.6958028   2.42857908  1.98170159
  3.36033737  4.36713832  4.40347548 -0.77836396  4.97547754  3.90218285
 -2.96982274  1.97952856 -1.2374485   0.94501865 -0.33334915  0.08113194
 -0.74019037  2.8002551  -1.38789163 -1.38134134 -2.15659623  0.89743843]",0.7923009286350944,L-BFGS-B
L-BFGS-B,64,-10.302124770958917,"[ 1.29157393  2.12895785 -1.20515455  0.64978803  2.01401826  1.62031913
  1.99579296  2.08128514  3.00939419  2.70366077  2.42879526  1.97948786
  3.36088135  4.37109745  4.39665205 -0.77863624  4.97153234  3.90170619
 -2.97098761  1.97793771 -1.23554778  0.94386149 -0.33192727  0.08243171
 -0.73795861  2.79936226 -1.38612969 -1.38392708 -2.15627383  0.89654422]",0.792471136227609,L-BFGS-B
L-BFGS-B,65,-10.304437659260651,"[ 1.29337842  2.1453107  -1.21603529  0.65676726  2.00961266  1.62298065
  1.99095792  2.07728618  3.00104383  2.71669462  2.42873568  1.9772209
  3.35853843  4.37300964  4.39075699 -0.77688586  4.96825373  3.90517192
 -2.97465546  1.97988026 -1.23411429  0.94341644 -0.33049084  0.08395735
 -0.73607519  2.7998155  -1.38624996 -1.38532723 -2.15607015  0.89546261]",0.7926490507123578,L-BFGS-B
L-BFGS-B,66,-10.310327281199925,"[ 1.29947729  2.20608291 -1.25875849  0.68423892  1.99316593  1.63519813
  1.97733436  2.05787074  2.96942623  2.76598329  2.42621858  1.96918014
  3.35132491  4.38204009  4.37308262 -0.77228004  4.95830406  3.92242997
 -2.98826863  1.98879386 -1.22967132  0.9429761  -0.32758879  0.08863734
 -0.73232341  2.80158508 -1.38567997 -1.38688663 -2.15494548  0.89565513]",0.7931020985538404,L-BFGS-B
L-BFGS-B,67,-10.312146968689392,"[ 1.30561162  2.30029216 -1.32781039  0.72031296  1.97906204  1.6389441
  1.95398899  2.03486111  2.91923058  2.84004286  2.42033797  1.97273005
  3.33493897  4.38911169  4.35052096 -0.76103434  4.94164833  3.94827947
 -3.0121972   2.00267756 -1.23336149  0.94609116 -0.32825036  0.0915845
 -0.73648796  2.80524512 -1.39455583 -1.38540992 -2.15264523  0.90226118]",0.7932420745145686,L-BFGS-B
L-BFGS-B,68,-10.32135357871448,"[ 1.29841178  2.28399953 -1.32321074  0.71894683  1.98699948  1.63737824
  1.95099163  2.05280175  2.9208499   2.82691884  2.42587701  1.97599631
  3.33915359  4.39272724  4.34821908 -0.76581837  4.95127689  3.94359037
 -3.00501836  1.99922662 -1.23523567  0.94780403 -0.33158673  0.0905226
 -0.73404387  2.80357374 -1.39193952 -1.38733416 -2.1540409   0.90358452]",0.7939502752857291,L-BFGS-B
L-BFGS-B,69,-10.326726071331173,"[ 1.30229483  2.32290669 -1.35442817  0.74101041  1.97541956  1.64958367
  1.94808016  2.03813456  2.89985604  2.8625701   2.42283938  1.97024655
  3.3378145   4.40341945  4.34335151 -0.76336385  4.94627574  3.95660853
 -3.01693508  2.00640385 -1.23195116  0.94630683 -0.33185014  0.09354236
 -0.73688895  2.80480431 -1.39168248 -1.38285986 -2.15211746  0.91092292]",0.7943635439485518,L-BFGS-B
L-BFGS-B,70,-10.330548616819506,"[ 1.30434761  2.3667228  -1.39594309  0.76295718  1.97016317  1.65373991
  1.93880977  2.03427788  2.87233679  2.90144204  2.41980503  1.97443712
  3.33298731  4.41301258  4.33461827 -0.75897048  4.94313243  3.96903176
 -3.02848265  2.01106888 -1.2347635   0.94808519 -0.33579335  0.09579509
 -0.74079715  2.80649718 -1.3952312  -1.3784492  -2.14942936  0.91931679]",0.7946575859091928,L-BFGS-B
L-BFGS-B,71,-10.33381412826401,"[ 1.31284309  2.40131331 -1.43026166  0.78072532  1.95619944  1.66187992
  1.93403868  2.0326923   2.85134497  2.93728123  2.41416608  1.9707214
  3.33253997  4.42715002  4.33169081 -0.75500951  4.94105809  3.97369423
 -3.04084733  2.01310544 -1.23210478  0.94784406 -0.3345479   0.1010622
 -0.74244413  2.8089443  -1.39623794 -1.37483434 -2.14443783  0.92205522]",0.7949087790972315,L-BFGS-B
L-BFGS-B,72,-10.336925985456096,"[ 1.32455372  2.42053393 -1.45493557  0.7900718   1.94653279  1.66512774
  1.93476141  2.03948461  2.83759149  2.96102759  2.40500555  1.96982202
  3.3327005   4.4390315   4.33673917 -0.75229183  4.94250278  3.97479671
 -3.04413355  2.00851254 -1.23120979  0.94821262 -0.33498227  0.10244462
 -0.74257635  2.80777701 -1.39885838 -1.37190064 -2.13931547  0.92216063]",0.795148152727392,L-BFGS-B
L-BFGS-B,73,-10.339243065033097,"[ 1.33409245  2.43772087 -1.47028315  0.79616798  1.93815581  1.66669926
  1.93426172  2.03995892  2.82626495  2.97789469  2.39791729  1.96758014
  3.33050203  4.44524396  4.33916299 -0.75264907  4.94165495  3.97656011
 -3.04765914  2.00975459 -1.22993004  0.9469072  -0.33354879  0.10021659
 -0.74189431  2.80769102 -1.39842713 -1.3729872  -2.13913764  0.92145801]",0.7953263896179306,L-BFGS-B
L-BFGS-B,74,-10.343022836764852,"[ 1.36079881  2.46310467 -1.49418492  0.80502376  1.92375996  1.6667
  1.93770316  2.0536254   2.80002705  3.00210354  2.3799215   1.96458441
  3.32398381  4.45928229  4.35571297 -0.75662402  4.94284834  3.97557386
 -3.048599    2.01306418 -1.23145238  0.94223345 -0.32968871  0.09134051
 -0.74286496  2.80892961 -1.39584957 -1.37638975 -2.14309305  0.91751235]",0.795617141289604,L-BFGS-B
L-BFGS-B,75,-10.344295870874523,"[ 1.3707671   2.48719724 -1.51240576  0.81590018  1.91654402  1.67017442
  1.93626293  2.05310107  2.78178632  3.02166518  2.37460729  1.96273772
  3.31844098  4.46447571  4.35750317 -0.75623487  4.94054891  3.98020559
 -3.05430674  2.0175876  -1.22999553  0.93920649 -0.33128268  0.08919354
 -0.74191698  2.8072205  -1.39700014 -1.37633514 -2.14236263  0.91784578]",0.795715066990348,L-BFGS-B
L-BFGS-B,76,-10.34524639728268,"[ 1.37200582  2.49273865 -1.51675612  0.81968316  1.91767636  1.67044555
  1.93445501  2.05579141  2.77416298  3.02411356  2.37567829  1.96418722
  3.31486281  4.46454849  4.35709695 -0.75569308  4.94010779  3.98161397
 -3.05532297  2.01875786 -1.23050113  0.93912444 -0.331547    0.08845087
 -0.74253254  2.80679144 -1.39719364 -1.37553117 -2.14344221  0.91840792]",0.7957881844063599,L-BFGS-B
L-BFGS-B,77,-10.34648101376171,"[ 1.37666737  2.49646364 -1.52064448  0.82478926  1.91974977  1.67203944
  1.93314333  2.06824548  2.75773979  3.0231098   2.37953477  1.96722859
  3.30477807  4.46385976  4.35985842 -0.75592831  4.93915621  3.98068404
 -3.05660415  2.02046702 -1.23260659  0.93855821 -0.33326119  0.0871817
 -0.74334642  2.80674856 -1.39646682 -1.3744925  -2.14426274  0.91837244]",0.7958831549047469,L-BFGS-B
L-BFGS-B,78,-10.347110343071066,"[ 1.38563068  2.50901079 -1.52870462  0.83074016  1.91320127  1.67674226
  1.93498292  2.07284574  2.74315572  3.03348298  2.37952313  1.96655648
  3.29642616  4.46657179  4.36311742 -0.75397917  4.93854132  3.98314576
 -3.06049885  2.02105991 -1.23013711  0.93856549 -0.33129323  0.08727215
 -0.7452885   2.80632328 -1.39672619 -1.37313389 -2.14500755  0.91790155]",0.7959315648516204,L-BFGS-B
L-BFGS-B,79,-10.347619223179656,"[ 1.38668577  2.50679544 -1.5270791   0.82917112  1.91128812  1.67765532
  1.93666963  2.07441839  2.74321055  3.03284239  2.3805735   1.96654049
  3.29468334  4.46621729  4.36396815 -0.75431752  4.93834664  3.98224604
 -3.06069014  2.0200695  -1.2297438   0.93859862 -0.3309849   0.08743109
 -0.74503117  2.80662037 -1.39612004 -1.37338353 -2.14394804  0.91768665]",0.7959707094753582,L-BFGS-B
L-BFGS-B,80,-10.348599168653447,"[ 1.3926644   2.50623574 -1.52648766  0.8269561   1.9019911   1.68234697
  1.94313756  2.08055756  2.73645154  3.03679188  2.38490711  1.96750609
  3.28478187  4.4664124   4.36675064 -0.75510725  4.93764091  3.98124175
 -3.06295807  2.01776966 -1.22739121  0.93913284 -0.32974829  0.08719867
 -0.7447644   2.8072125  -1.39438734 -1.37436773 -2.14153678  0.91784856]",0.796046089896419,L-BFGS-B
L-BFGS-B,81,-10.349176817344038,"[ 1.39631191  2.50935145 -1.52847626  0.82727649  1.8945428   1.68551289
  1.94749314  2.08405145  2.72769783  3.04211452  2.38931919  1.97001672
  3.27651102  4.46826572  4.36731823 -0.7547789   4.93707167  3.98189955
 -3.06437372  2.01661913 -1.22620737  0.93870331 -0.32895176  0.08625624
 -0.74447427  2.80744997 -1.39322835 -1.37561421 -2.14093062  0.91856288]",0.7960905244110799,L-BFGS-B
L-BFGS-B,82,-10.349466382798957,"[ 1.40521989  2.52428117 -1.54086299  0.83342354  1.87241627  1.69476822
  1.96059148  2.09149888  2.699427    3.06529239  2.40111765  1.97872808
  3.25282992  4.47774944  4.36686852 -0.75728718  4.93673203  3.98623331
 -3.07085194  2.01328567 -1.22083799  0.93959146 -0.32702601  0.08612816
 -0.74302402  2.80656458 -1.39131961 -1.38056089 -2.13973411  0.91951043]",0.7961127986768428,L-BFGS-B
L-BFGS-B,83,-10.350404627407105,"[ 1.40511021  2.52836516 -1.54415382  0.8354649   1.87179937  1.69309734
  1.95895952  2.09180162  2.69356131  3.06768255  2.40173062  1.98092709
  3.25067605  4.47964906  4.36595233 -0.75488107  4.93561722  3.98747241
 -3.07030429  2.01405924 -1.22313365  0.93880161 -0.32738529  0.08483617
 -0.74259107  2.80719711 -1.39159491 -1.38083366 -2.14067841  0.91947262]",0.7961849713390081,L-BFGS-B
L-BFGS-B,84,-10.35065852569077,"[ 1.40306586  2.52972691 -1.54579133  0.83690644  1.87293099  1.69098973
  1.95756083  2.09046274  2.69250136  3.06874674  2.40121894  1.98229362
  3.25124424  4.4811233   4.36460749 -0.75452612  4.93579696  3.98828445
 -3.07004861  2.01442297 -1.22415894  0.93865878 -0.32785465  0.08471247
 -0.74230471  2.80742624 -1.39169281 -1.38111312 -2.14146824  0.9190537 ]",0.7962045019762131,L-BFGS-B
L-BFGS-B,85,-10.351123783203924,"[ 1.40004401  2.53598192 -1.55270083  0.8428234   1.8696395   1.6875674
  1.95811343  2.08962162  2.68229864  3.0785629   2.40243473  1.9878787
  3.24427207  4.4873379   4.3616232  -0.75391163  4.93522161  3.99129445
 -3.07135508  2.01352845 -1.225406    0.93935145 -0.32855506  0.08489181
 -0.74108528  2.80729387 -1.39233555 -1.38224022 -2.14196087  0.91726107]",0.7962402910156865,L-BFGS-B
L-BFGS-B,86,-10.351239793591377,"[ 1.39706127  2.54361626 -1.56069897  0.85167901  1.86100089  1.68305078
  1.96182367  2.08988051  2.66541496  3.09533988  2.40301851  1.99535445
  3.22866362  4.49706074  4.359289   -0.75259476  4.93550339  3.99481189
 -3.07583539  2.01295629 -1.22485142  0.93861093 -0.32945829  0.08487698
 -0.74137943  2.80972206 -1.39048574 -1.38288135 -2.14186712  0.91537242]",0.7962492148916444,L-BFGS-B
L-BFGS-B,87,-10.351781573797142,"[ 1.39747265  2.54261067 -1.55998434  0.85158679  1.86106303  1.68363191
  1.96253493  2.09045949  2.6660223   3.09501605  2.40295709  1.99493898
  3.22806961  4.49650508  4.35983652 -0.75290446  4.93483496  3.99446691
 -3.074976    2.01245559 -1.22493612  0.93930342 -0.32950062  0.08495467
 -0.74093168  2.80844152 -1.39171087 -1.38290839 -2.14110656  0.91542413]",0.7962908902920879,L-BFGS-B
L-BFGS-B,88,-10.352100428390564,"[ 1.39794327  2.54342971 -1.56080606  0.85407369  1.85780754  1.68336976
  1.96503619  2.0917448   2.66132056  3.09977377  2.40255709  1.99616243
  3.22162752  4.49860477  4.36057197 -0.75275638  4.93408064  3.9947547
 -3.07544385  2.01196002 -1.22453409  0.93948628 -0.32943161  0.08487952
 -0.74101089  2.80799419 -1.392281   -1.38289018 -2.14001223  0.91538619]",0.7963154175685049,L-BFGS-B
L-BFGS-B,89,-10.352607427842099,"[ 1.39783803  2.54558857 -1.56259119  0.8606954   1.85051567  1.68112104
  1.97018432  2.09378325  2.64978674  3.11131161  2.40044748  1.99963198
  3.20639479  4.50462258  4.3617768  -0.75208645  4.93293779  3.99553826
 -3.07639769  2.01151077 -1.2238479   0.93921289 -0.32932894  0.08452651
 -0.74162766  2.80774736 -1.39304795 -1.38291104 -2.13814512  0.91560785]",0.7963544175263153,L-BFGS-B
L-BFGS-B,90,-10.353263201639042,"[ 1.39705377  2.54828183 -1.5634412   0.87058246  1.84074466  1.67626939
  1.97648025  2.09562018  2.63339791  3.12667801  2.39536074  2.00496233
  3.18510901  4.514269    4.36298943 -0.75112752  4.93226305  3.99632307
 -3.0764067   2.01158661 -1.22296073  0.93868518 -0.32890013  0.08408326
 -0.74284681  2.80774305 -1.39430655 -1.38320414 -2.1366127   0.91668278]",0.7964048616645416,L-BFGS-B
L-BFGS-B,91,-10.353513678729232,"[ 1.39619897  2.54942187 -1.56392363  0.87727117  1.83608647  1.67271897
  1.97893164  2.09574924  2.62337411  3.13457153  2.39102653  2.00867587
  3.17363677  4.52074113  4.36253985 -0.75122619  4.93151349  3.99635102
 -3.07568927  2.01205922 -1.22355902  0.93756721 -0.32969331  0.08368611
 -0.74241356  2.80820033 -1.39408584 -1.38347876 -2.13526943  0.9173797 ]",0.7964241291330179,L-BFGS-B
L-BFGS-B,92,-10.353989912351484,"[ 1.39686821  2.55199506 -1.56365717  0.88556507  1.82683474  1.66916709
  1.9837322   2.09703087  2.60827016  3.14660534  2.38625905  2.01397554
  3.15610696  4.53005871  4.36243536 -0.75062099  4.93156807  3.99654125
 -3.07541863  2.01238018 -1.22249631  0.93719688 -0.32892479  0.08334825
 -0.74334426  2.80857943 -1.39487616 -1.38394906 -2.13470694  0.91886122]",0.7964607624885757,L-BFGS-B
L-BFGS-B,93,-10.354283003029947,"[ 1.39826604  2.55178308 -1.56194872  0.88950956  1.82240922  1.6680013
  1.98519211  2.09736037  2.60150102  3.15053043  2.38266069  2.01688152
  3.14888041  4.53526857  4.36102325 -0.75050671  4.93181178  3.99579827
 -3.07475504  2.01262574 -1.22198779  0.93745082 -0.32872907  0.08328535
 -0.74347315  2.80899403 -1.39504277 -1.3837711  -2.13461739  0.9197805 ]",0.7964833079253805,L-BFGS-B
L-BFGS-B,94,-10.35464052456618,"[ 1.40108753  2.55004151 -1.55865856  0.89414256  1.81706257  1.66750545
  1.98578474  2.09779866  2.59409575  3.15361629  2.37749821  2.02093773
  3.1415524   4.54211541  4.3574286  -0.75060561  4.93196919  3.99449365
 -3.07408625  2.01298834 -1.22167598  0.93813401 -0.32872172  0.08339551
 -0.74297444  2.80940473 -1.39541157 -1.38296036 -2.13415332  0.92072868]",0.7965108095820139,L-BFGS-B
L-BFGS-B,95,-10.354927160590133,"[ 1.40471094  2.54628785 -1.55464013  0.89971423  1.8120137   1.66864453
  1.98601904  2.09892301  2.58769533  3.15621817  2.37157723  2.02562855
  3.13455356  4.54949926  4.35198683 -0.75160644  4.93216293  3.99327446
 -3.07319806  2.01287007 -1.2207599   0.93938643 -0.32905839  0.08362581
 -0.74249027  2.80923359 -1.39565685 -1.38158831 -2.13383324  0.92182586]",0.7965328585069333,L-BFGS-B
L-BFGS-B,96,-10.355263394256891,"[ 1.40801005  2.54290046 -1.55142697  0.90534038  1.80569461  1.66947116
  1.98541797  2.10052325  2.58078657  3.16058152  2.36607749  2.03100371
  3.12626696  4.55720304  4.3456499  -0.75097132  4.9311932   3.99277037
 -3.07326693  2.01296683 -1.22058571  0.94021285 -0.32963632  0.08406803
 -0.74129932  2.80924395 -1.39655566 -1.38023851 -2.1321865   0.92241654]",0.7965587226351455,L-BFGS-B
L-BFGS-B,97,-10.35550415221271,"[ 1.40883776  2.54113589 -1.55060846  0.90791506  1.8032062   1.67077096
  1.98490216  2.10193957  2.57917208  3.16336655  2.36445057  2.03326403
  3.12250518  4.55975576  4.34247332 -0.75112472  4.93070035  3.99322089
 -3.07369583  2.01279393 -1.22019966  0.94037229 -0.3298351   0.08436605
 -0.74103965  2.80893734 -1.39704756 -1.37981816 -2.13121287  0.92274115]",0.7965772424779007,L-BFGS-B
L-BFGS-B,98,-10.35579915457275,"[ 1.40953196  2.53843001 -1.54926067  0.91268084  1.79864598  1.6733008
  1.98348355  2.10457959  2.57680865  3.16907007  2.36187534  2.03715013
  3.11507687  4.56384401  4.33695075 -0.75081791  4.93006442  3.99412704
 -3.07346563  2.01226182 -1.21928184  0.94024103 -0.32979102  0.08467719
 -0.74103524  2.8085557  -1.39760534 -1.37958951 -2.129766    0.92389118]",0.7965999349671347,L-BFGS-B
L-BFGS-B,99,-10.356005656002093,"[ 1.40982214  2.53611881 -1.5468862   0.91738498  1.7939092   1.6756905
  1.9809656   2.10688539  2.57461158  3.17420187  2.35910718  2.04104603
  3.10769736  4.5679969   4.33140646 -0.75096624  4.93032177  3.99423167
 -3.07316757  2.0128286  -1.21831877  0.93997316 -0.32964057  0.08516859
 -0.74108996  2.80870649 -1.39803588 -1.38002966 -2.12869723  0.92525519]",0.7966158196924688,L-BFGS-B
L-BFGS-B,100,-10.356246973607323,"[ 1.40944895  2.53397185 -1.54401088  0.92436017  1.78809718  1.67819968
  1.97717455  2.10930674  2.57093693  3.18104962  2.35565213  2.04621943
  3.0973744   4.57371619  4.32489321 -0.75036943  4.93049332  3.99424196
 -3.07099865  2.01273773 -1.21763939  0.93957445 -0.32894779  0.08519285
 -0.7412012   2.80888475 -1.3984017  -1.38052921 -2.12781981  0.92703845]",0.7966343825851787,L-BFGS-B
L-BFGS-B,101,-10.35646375280539,"[ 1.40768995  2.5329036  -1.54156698  0.9302541   1.78476954  1.6795092
  1.97202168  2.11040884  2.56882501  3.18527119  2.35371772  2.05035908
  3.09037155  4.57821874  4.32053182 -0.7498403   4.93131027  3.99383146
 -3.06917862  2.01366005 -1.21732998  0.93953132 -0.32936362  0.08512914
 -0.74104257  2.80899502 -1.39860448 -1.38109266 -2.12774576  0.92771248]",0.7966510579081069,L-BFGS-B
L-BFGS-B,102,-10.356581186170448,"[ 1.40476425  2.53173892 -1.53920031  0.93557999  1.78375629  1.68102306
  1.96379853  2.1107955   2.5698      3.18681966  2.35366191  2.0542238
  3.08690791  4.5819398   4.31701536 -0.75008869  4.93173203  3.99363464
 -3.06768524  2.01443636 -1.21828968  0.93974135 -0.32861009  0.08505009
 -0.74088604  2.80944417 -1.39876075 -1.38103527 -2.12825402  0.92748559]",0.7966600912438806,L-BFGS-B
L-BFGS-B,103,-10.356683486509976,"[ 1.40427893  2.53210721 -1.53957966  0.93610005  1.78413526  1.68054958
  1.9634357   2.11036552  2.56959322  3.18667739  2.35408625  2.05437671
  3.08699994  4.58237733  4.31812592 -0.74980915  4.93193025  3.99370311
 -3.06737621  2.01466104 -1.21834056  0.93982483 -0.32958314  0.08476129
 -0.74046745  2.80903477 -1.39890436 -1.38117198 -2.12838033  0.92721531]",0.7966679605007674,L-BFGS-B
L-BFGS-B,104,-10.35673231649254,"[ 1.40391382  2.53199463 -1.5399097   0.93670839  1.78444309  1.68040771
  1.96251654  2.11010534  2.56994281  3.18642177  2.3545931   2.05479066
  3.08733862  4.58305675  4.31895796 -0.74983557  4.9319027   3.99398819
 -3.06744337  2.01473955 -1.21858451  0.93983952 -0.3301559   0.08460799
 -0.74014503  2.80876655 -1.39895515 -1.38108656 -2.12840681  0.92688541]",0.7966717166532723,L-BFGS-B
