run_id,num_nodes,graph_type,weight_type,approximation_ratio_fixed_angles_constant,approximation_ratio_random,approximation_ratio_three_regular,approximation_ratio_qibpi,approximation_ratio_tqa,approximation_ratio_interp_p15,approximation_ratio_fourier_p15,algo_fixed_angles_constant,algo_fourier,algo_interp,algo_qibpi,algo_random,algo_three_regular,algo_tqa
af18cd6791f14cc9a186214dd5c57839,10,Watts-Strogatz small world,normal,0.9779337768244876,0.959773660308346,0.9844686378947411,0.984192408379722,0.9856129527579316,0.9822369751917536,0.9844052915658484,108.0,1535.0,1043.0,21.0,100000.0,77.0,32.0
7366bde9d2354aca8b01d8237c827a7f,10,Watts-Strogatz small world,uniform_plus,0.9834760720555588,0.9790208014850584,0.9880037039957206,0.9854381497333354,0.9910273138464732,0.9861821462366124,0.7270873283562314,157.0,100000.0,793.0,21.0,100000.0,16.0,45.0
06f8fd1d40ba4860a0686df6a161d15c,10,Watts-Strogatz small world,uniform,0.9865054670639616,0.6537576088487959,0.9915147739067964,0.9834333527400118,0.9894985970835096,0.99151385885468,0.7299182093554208,159.0,100000.0,455.0,124.0,100000.0,16.0,48.0
e0ea2ae74fab472e983de6f985fe6b43,10,Watts-Strogatz small world,cauchy,0.9930988193769338,0.979907308532254,0.9969159776891898,0.9959109387131588,0.99471565010083,0.9969155207336974,0.751987855686564,84.0,100000.0,593.0,12.0,100000.0,25.0,31.0
f555d2eb667d4f518beb92d01e467c77,10,Watts-Strogatz small world,log-normal,0.9791097335148936,0.9687472961429398,0.9866937203359866,0.9798916733421138,0.9830674601841882,0.9833259563562688,0.8270661351315384,181.0,100000.0,976.0,118.0,100000.0,18.0,125.0
ca6fae70e14342e79b2e6e5746fc0d3b,10,Watts-Strogatz small world,uniform,0.9824816873136052,0.9767425366447128,0.988652973714968,0.9824852644319332,0.989953851101413,0.9908972892005212,0.7576351260799394,124.0,100000.0,635.0,187.0,100000.0,18.0,38.0
e0aca55e0bf94801ba3383ef226a4932,10,Watts-Strogatz small world,exponential,0.967587608024468,0.9431392804468912,0.9713542933923012,0.980873708898178,0.9766376457782144,0.9746933410604488,0.7037225689299362,100000.0,100000.0,1568.0,29.0,100000.0,133.0,93.0
53e3878fea344c6081f13b1d0fbca40f,10,Watts-Strogatz small world,normal,0.9906933017410572,0.9914182537625222,0.9916099963937266,0.991097038138066,0.990895269134072,0.9909686439731552,0.7309527662001356,42.0,100000.0,442.0,14.0,167.0,19.0,25.0
08dcc84125a74fb1bd967176e44d66a4,10,Watts-Strogatz small world,uniform_plus,0.9797548535227554,0.9727126924666492,0.9828351176543508,0.979696687911512,0.9840348780197516,0.9761110259014808,0.7430707449678955,55.0,100000.0,874.0,13.0,100000.0,19.0,28.0
4e7da194f1bd447aade8ef976547319d,10,Watts-Strogatz small world,cauchy,0.9867319739700848,0.9868291171565444,0.9935129508361912,0.989594281471065,0.9909537775565658,0.987496764125843,0.6552467887380379,52.0,100000.0,323.0,15.0,140.0,19.0,26.0
4500aa2aec554a0cb865eb807ae6d4e4,10,Watts-Strogatz small world,log-normal,0.9776720135019576,0.976860405958865,0.985243089056874,0.9817422633150492,0.9831356104747804,0.9760668756856056,0.8405597269485422,211.0,100000.0,881.0,125.0,299.0,15.0,132.0
